iter	RMSE
399	390.2580816
400	390.1271277
401	390.0078925
402	389.8569656
403	389.7358897
404	389.6145917
405	389.5145021
406	389.4061326
407	389.3018725
408	389.2017357
409	389.1766591
410	388.8084778
411	388.7317806
412	388.6605641
413	388.5381854
414	388.3731612
415	388.301917
416	388.1974321
417	388.1535592
418	388.070635
419	387.9792282
420	387.8185321
421	387.7347532
422	387.5232531
423	387.5173849
424	387.4978823
425	387.491575
426	387.4205581
427	387.3930794
428	387.3238324
429	387.2136383
430	387.0460848
431	387.029859
432	386.8576013
433	386.6837266
434	386.5620467
435	386.4571939
436	386.4158483
437	386.3836849
438	386.369997
439	386.3615487
440	386.2834222
441	386.1360791
442	386.0637651
443	386.0617829
444	386.0554523
445	385.8971615
446	385.7438838
447	385.6091058
448	385.5579021
449	385.4795404
450	385.3624126
451	385.2490342
452	385.2242476
453	385.0828632
454	385.076816
455	385.000986
456	384.9718538
457	384.9537402
458	384.8954035
459	384.6070671
460	384.5060872
461	384.3640262
462	384.2655695
463	384.1616254
464	384.0049752
465	383.775027
466	383.7572207
467	383.4933972
468	383.3589401
469	383.2474768
470	383.2324668
471	383.0705436
472	382.9334257
473	382.9000422
474	382.8664984
475	382.8057833
476	382.6515476
477	382.6141661
478	382.4594604
479	382.4293972
480	382.3836933
481	382.2585528
482	382.1690464
483	382.0498585
484	382.0355276
485	381.9328681
486	381.9072036
487	381.787764
488	381.6135246
489	381.564953
490	381.4621308
491	381.3266513
492	381.2200514
493	381.0715224
494	381.0457976
495	381.0014452
496	380.8491044
497	380.4959642
498	380.488435
499	380.4233269
500	380.3252773
501	380.2170221
502	380.0827489
503	379.7951145
504	379.6464239
505	379.5208961
506	379.3196658
507	379.3121158
508	379.2261438
509	379.1057862
510	378.9613574
511	378.953981
512	378.8620346
513	378.7760084
514	378.7073933
515	378.599256
516	378.512617
517	378.5009026
518	378.4937984
519	378.2605203
520	378.1604885
521	377.9482861
522	377.8306704
523	377.6625366
524	377.5743579
525	377.4955103
526	377.4611603
527	377.3292779
528	377.2533684
529	377.1202636
530	377.0862387
531	377.03267
532	376.9677643
533	376.9557901
534	376.9107008
535	376.8045376
536	376.7350492
537	376.7185183
538	376.6154944
539	376.5212418
540	376.4937728
541	376.3076021
542	376.1582463
543	376.0620462
544	375.9627743
545	375.7692952
546	375.7194832
547	375.6994016
548	375.5226146
549	375.4718519
550	375.2780072
551	375.1189982
552	375.0623841
553	374.985087
554	374.8516394
555	374.7386631
556	374.641488
557	374.5866379
558	374.4816347
559	374.3372484
560	374.3185219
561	374.265247
562	374.153422
563	374.0686157
564	373.9854398
565	373.9091278
566	373.8620686
567	373.6656862
568	373.5765472
569	373.4421278
570	373.3628064
571	373.3033591
572	373.2509749
573	373.1605757
574	373.0853437
575	373.0075642
576	373.0063975
577	372.9559321
578	372.9091913
579	372.7552232
580	372.7525073
581	372.6774642
582	372.6772634
583	372.5923318
584	372.5190062
585	372.4066028
586	372.3293952
587	372.2125132
588	372.2053934
589	372.1983119
590	372.1807026
591	372.1508037
592	372.0087834
593	371.9559646
594	371.9099016
595	371.8758071
596	371.7119229
597	371.675333
598	371.6039387
599	371.5325533
600	371.41361
601	371.3305777
602	371.2692645
603	371.1718685
604	370.98821
605	370.9859931
606	370.8650032
607	370.7090962
608	370.6677389
609	370.601728
610	370.5004395
611	370.4094261
612	370.406473
613	370.249212
614	370.0861671
615	369.929257
616	369.9002395
617	369.7242794
618	369.6756806
619	369.6143831
620	369.4714439
621	369.4470907
622	369.2899871
623	369.2898753
624	369.2280941
625	369.1532831
626	369.0246666
627	368.9193746
628	368.6839747
629	368.6157135
630	368.5977084
631	368.4426223
632	368.4423813
633	368.3952636
634	368.3877442
635	368.3130309
636	368.2917611
637	368.2524314
638	368.2405489
639	368.0910631
640	368.0268802
641	368.0039725
642	367.9700009
643	367.9142085
644	367.8620487
645	367.8608977
646	367.7697866
647	367.6986508
648	367.6368711
649	367.5556259
650	367.4887908
651	367.4342856
652	367.2451755
653	367.1083396
654	367.0330937
655	366.9178224
656	366.8245783
657	366.7522711
658	366.7402321
659	366.7259881
660	366.6106137
661	366.5978339
662	366.4847994
663	366.3337824
664	366.1857865
665	366.0203835
666	365.8919441
667	365.7792815
668	365.7354266
669	365.6673277
670	365.6163099
671	365.5607582
672	365.4592615
673	365.2778906
674	365.1109867
675	365.0979524
676	365.0508286
677	364.9194271
678	364.9185543
679	364.793374
680	364.7052343
681	364.7031269
682	364.6127026
683	364.5425639
684	364.4528196
685	364.3989436
686	364.2958823
687	364.2389911
688	364.1174199
689	364.0558971
690	363.8759305
691	363.8757144
692	363.7619083
693	363.7001413
694	363.6461551
695	363.5191882
696	363.5140195
697	363.3847547
698	363.2601384
699	363.169696
700	363.0969963
701	363.0150663
702	362.9563273
703	362.8710811
704	362.8014578
705	362.7376032
706	362.7213275
707	362.6504251
708	362.6478612
709	362.3782389
710	362.3742726
711	362.3255363
712	362.2030845
713	362.123625
714	362.0898909
715	361.9712904
716	361.9330987
717	361.8013296
718	361.744222
719	361.7004977
720	361.5789815
721	361.517208
722	361.407532
723	361.4055244
724	361.357189
725	361.1679785
726	361.032236
727	360.958527
728	360.8701804
729	360.8205552
730	360.7723687
731	360.7141223
732	360.6598125
733	360.6398436
734	360.5889904
735	360.4548842
736	360.3196834
737	360.2242161
738	360.1631344
739	360.0658293
740	360.0271
741	359.943994
742	359.9133851
743	359.8107095
744	359.7564216
745	359.61489
746	359.6146633
747	359.5787686
748	359.5218925
749	359.4525545
750	359.4027332
751	359.3536516
752	359.3381348
753	359.1254903
754	359.0359734
755	358.9345773
756	358.9161309
757	358.8771937
758	358.790966
759	358.7081912
760	358.6121262
761	358.4904681
762	358.4134726
763	358.406238
764	358.3464108
765	358.3064623
766	358.1537774
767	358.0622864
768	357.9940097
769	357.9381417
770	357.8871617
771	357.8170063
772	357.7510484
773	357.7077181
774	357.6569885
775	357.5773584
776	357.4764494
777	357.2719982
778	357.2018423
779	357.0912986
780	357.0160116
781	356.9824425
782	356.8763789
783	356.7706587
784	356.6489245
785	356.4927441
786	356.4438638
787	356.3959682
788	356.3031892
789	356.236254
790	356.2222614
791	356.153019
792	356.0583352
793	355.9107922
794	355.8851995
795	355.7280268
796	355.7087585
797	355.6605962
798	355.623065
799	355.5064859
800	355.4286294
801	355.3368704
802	355.2513208
803	355.1683551
804	355.0944081
805	355.0361128
806	354.9970783
807	354.8998076
808	354.8620981
809	354.8207589
810	354.7669734
811	354.6933987
812	354.5398262
813	354.4850337
814	354.4294811
815	354.3879653
816	354.3302485
817	354.2196821
818	354.1688871
819	354.0698482
820	354.0312815
821	353.9808623
822	353.929338
823	353.8773402
824	353.8235641
825	353.7561172
826	353.6940476
827	353.6579681
828	353.5795379
829	353.4981416
830	353.3867771
831	353.3114672
832	353.2729488
833	353.2040467
834	353.0988267
835	353.0416513
836	352.9836176
837	352.9124521
838	352.8794792
839	352.8085172
840	352.7308953
841	352.7001486
842	352.6420976
843	352.597602
844	352.5421476
845	352.4838378
846	352.3807705
847	352.3217748
848	352.2897878
849	352.2875305
850	352.1805192
851	352.1381108
852	352.0995955
853	352.0352337
854	351.8799873
855	351.8234177
856	351.7929361
857	351.7292207
858	351.6228017
859	351.5694701
860	351.4873426
861	351.4293174
862	351.370772
863	351.2881267
864	351.2657116
865	351.2175676
866	351.1618762
867	351.0914647
868	351.0172269
869	350.9559562
870	350.8705245
871	350.8085595
872	350.7796011
873	350.6564432
874	350.6350859
875	350.6019248
876	350.5770079
877	350.4923914
878	350.4911777
879	350.3857082
880	350.3172023
881	350.2332005
882	350.1716857
883	350.1213971
884	350.0487065
885	349.9523559
886	349.9256002
887	349.8363787
888	349.8258804
889	349.7772351
890	349.7121842
891	349.665598
892	349.5859598
893	349.5457693
894	349.5398143
895	349.4985003
896	349.4767647
897	349.4426601
898	349.3447144
899	349.2816182
900	349.207731
901	349.1573954
902	349.1051153
903	349.0126549
904	348.9353397
905	348.8896552
906	348.8118939
907	348.7018773
908	348.6217582
909	348.5794463
910	348.5031519
911	348.4506912
912	348.3798424
913	348.3382579
914	348.2937074
915	348.2471642
916	348.236366
917	348.2282232
918	348.1303603
919	348.0511658
920	347.9961586
921	347.8944163
922	347.8324775
923	347.7718158
924	347.7291733
925	347.6458349
926	347.5904367
927	347.5888559
928	347.5773
929	347.4801239
930	347.4033106
931	347.3195548
932	347.1965085
933	347.028492
934	347.0102048
935	346.9552006
936	346.8912497
937	346.8401999
938	346.840175
939	346.838145
940	346.7817081
941	346.7210782
942	346.6657384
943	346.6241133
944	346.5784466
945	346.4628538
946	346.3519995
947	346.3183558
948	346.2646075
949	346.2183121
950	346.1727276
951	346.1324885
952	346.0613199
953	346.0158277
954	345.973355
955	345.8176162
956	345.7470094
957	345.7142149
958	345.6649583
959	345.4225404
960	345.3751419
961	345.3138778
962	345.2773191
963	345.2345141
964	345.2307023
965	345.2044102
966	345.1308701
967	345.1303179
968	345.0888415
969	345.0844335
970	345.0266237
971	345.0089564
972	344.947037
973	344.8779928
974	344.7527502
975	344.749428
976	344.6888787
977	344.5838306
978	344.4981777
979	344.458121
980	344.4514681
981	344.4293442
982	344.387749
983	344.3299455
984	344.2576048
985	344.1719197
986	344.0912425
987	344.0543435
988	344.0537564
989	344.013197
990	343.8760248
991	343.7910371
992	343.750941
993	343.6985916
994	343.6544084
995	343.6326502
996	343.600391
997	343.5162021
998	343.4485053
999	343.4139507
1000	343.3809769
1001	343.2784184
1002	343.2493612
1003	343.2158069
1004	343.2149939
1005	343.1658462
1006	343.0609527
1007	343.0088693
1008	342.9191576
1009	342.8937626
1010	342.8020884
1011	342.8010183
1012	342.7718113
1013	342.7706823
1014	342.7480727
1015	342.6692118
1016	342.6176153
1017	342.5950443
1018	342.5458184
1019	342.4856855
1020	342.407066
1021	342.3339603
1022	342.2176251
1023	342.2051597
1024	342.1303104
1025	342.0832543
1026	342.0775212
1027	342.0445402
1028	342.0032759
1029	341.964567
1030	341.8861363
1031	341.8032368
1032	341.7672118
1033	341.6758015
1034	341.6663381
1035	341.6231723
1036	341.5363578
1037	341.4967983
1038	341.4421399
1039	341.4108371
1040	341.3686176
1041	341.3658016
1042	341.3635123
1043	341.3175659
1044	341.2542111
1045	341.1865399
1046	341.1810601
1047	341.1054526
1048	341.0649654
1049	341.0648786
1050	341.0497166
1051	340.9921113
1052	340.9367266
1053	340.8811825
1054	340.7633504
1055	340.7191117
1056	340.6466763
1057	340.5968594
1058	340.5640267
1059	340.5318156
1060	340.5306354
1061	340.4603874
1062	340.4299094
1063	340.3801505
1064	340.3075924
1065	340.2464684
1066	340.1971045
1067	340.1923049
1068	340.1919291
1069	340.0983042
1070	340.092989
1071	339.9662035
1072	339.9440334
1073	339.8802201
1074	339.8796554
1075	339.7964752
1076	339.7744018
1077	339.7084217
1078	339.6077073
1079	339.5139184
1080	339.4613797
1081	339.4087694
1082	339.4060528
1083	339.3008581
1084	339.2385598
1085	339.1522958
1086	339.0840296
1087	338.9966161
1088	338.9472325
1089	338.8782065
1090	338.8520393
1091	338.8255567
1092	338.7925165
1093	338.7406692
1094	338.7062681
1095	338.6485725
1096	338.5868795
1097	338.584684
1098	338.5199941
1099	338.5172736
1100	338.4863692
1101	338.4254351
1102	338.3263068
1103	338.305493
1104	338.288831
1105	338.2510617
1106	338.20636
1107	338.1883953
1108	338.1254911
1109	338.0980962
1110	338.0449996
1111	337.9172465
1112	337.8915964
1113	337.8416228
1114	337.797967
1115	337.704601
1116	337.6924044
1117	337.6500283
1118	337.6244793
1119	337.5548741
1120	337.4947236
1121	337.4548586
1122	337.4543855
1123	337.3572799
1124	337.3039579
1125	337.2903502
1126	337.2077268
1127	337.2031475
1128	337.1037873
1129	337.0492661
1130	336.9825969
1131	336.9783601
1132	336.8425397
1133	336.8065291
1134	336.7428885
1135	336.6859151
1136	336.6465803
1137	336.5892893
1138	336.5575883
1139	336.555541
1140	336.5093166
1141	336.3571146
1142	336.2863968
1143	336.2658154
1144	336.2374844
1145	336.2069071
1146	336.1860367
1147	336.1302266
1148	336.0931185
1149	336.0101536
1150	336.0099735
1151	336.0090315
1152	335.9781955
1153	335.8073601
1154	335.7485588
1155	335.6541342
1156	335.5896307
1157	335.5514417
1158	335.5239229
1159	335.5028012
1160	335.4841011
1161	335.4355266
1162	335.3776235
1163	335.3084041
1164	335.2866157
1165	335.2426035
1166	335.2052385
1167	335.0924623
1168	335.038659
1169	334.9992774
1170	334.9085862
1171	334.9034038
1172	334.8193083
1173	334.7729417
1174	334.6625691
1175	334.5889034
1176	334.5562746
1177	334.4750597
1178	334.4745408
1179	334.3298599
1180	334.2258277
1181	334.1269103
1182	334.1237003
1183	334.0643968
1184	334.0291967
1185	334.0053806
1186	334.0036615
1187	333.9468333
1188	333.8513176
1189	333.8012932
1190	333.7838041
1191	333.7284748
1192	333.6713991
1193	333.5890648
1194	333.5888879
1195	333.5454621
1196	333.5376397
1197	333.462326
1198	333.3930548
1199	333.3793611
1200	333.3055286
1201	333.3000684
1202	333.2563325
1203	333.2563278
1204	333.2342458
1205	333.2253269
1206	333.1941514
1207	333.1739849
1208	333.1690894
1209	333.1411218
1210	333.1033925
1211	333.0869373
1212	332.9992544
1213	332.9281723
1214	332.8737743
1215	332.8139027
1216	332.7101415
1217	332.6345246
1218	332.6136373
1219	332.4792397
1220	332.449107
1221	332.3938551
1222	332.3923759
1223	332.3910011
1224	332.3281906
1225	332.2279693
